2026-02-19T22:39:50.900000+00:00	Successful	Launching a new EC2 instance: i-01984d504395fe9ef	At 2026-02-19T22:39:49Z an instance was started in response to a difference between desired and actual capacity, increasing the capacity from 0 to 1.
2026-02-19T22:37:53.263000+00:00	Failed	Launching a new EC2 instance.  Status Reason: We currently do not have sufficient g4dn.xlarge capacity in the Availability Zone you requested (us-east-1c). Our system will be working on provisioning additional capacity. You can currently get g4dn.xlarge capacity by not specifying an Availability Zone in your request or choosing us-east-1a, us-east-1b, us-east-1d, us-east-1f. Launching EC2 instance failed.	At 2026-02-19T22:37:49Z an instance was started in response to a difference between desired and actual capacity, increasing the capacity from 0 to 1.
2026-02-19T22:36:48.337000+00:00	Failed	Launching a new EC2 instance.  Status Reason: We currently do not have sufficient g4dn.xlarge capacity in the Availability Zone you requested (us-east-1b). Our system will be working on provisioning additional capacity. You can currently get g4dn.xlarge capacity by not specifying an Availability Zone in your request or choosing us-east-1a, us-east-1c, us-east-1d, us-east-1f. Launching EC2 instance failed.	At 2026-02-19T22:36:44Z an instance was started in response to a difference between desired and actual capacity, increasing the capacity from 0 to 1.
2026-02-19T22:35:44.081000+00:00	Failed	Launching a new EC2 instance.  Status Reason: We currently do not have sufficient g4dn.xlarge capacity in the Availability Zone you requested (us-east-1b). Our system will be working on provisioning additional capacity. You can currently get g4dn.xlarge capacity by not specifying an Availability Zone in your request or choosing us-east-1a, us-east-1c, us-east-1d, us-east-1f. Launching EC2 instance failed.	At 2026-02-19T22:35:40Z an instance was started in response to a difference between desired and actual capacity, increasing the capacity from 0 to 1.
2026-02-19T22:34:39.637000+00:00	Failed	Launching a new EC2 instance.  Status Reason: We currently do not have sufficient g4dn.xlarge capacity in the Availability Zone you requested (us-east-1c). Our system will be working on provisioning additional capacity. You can currently get g4dn.xlarge capacity by not specifying an Availability Zone in your request or choosing us-east-1a, us-east-1b, us-east-1d, us-east-1f. Launching EC2 instance failed.	At 2026-02-19T22:34:35Z an instance was started in response to a difference between desired and actual capacity, increasing the capacity from 0 to 1.
2026-02-19T22:33:34.129000+00:00	Failed	Launching a new EC2 instance.  Status Reason: We currently do not have sufficient g4dn.xlarge capacity in the Availability Zone you requested (us-east-1a). Our system will be working on provisioning additional capacity. You can currently get g4dn.xlarge capacity by not specifying an Availability Zone in your request or choosing us-east-1b, us-east-1c, us-east-1d, us-east-1f. Launching EC2 instance failed.	At 2026-02-19T22:33:30Z an instance was started in response to a difference between desired and actual capacity, increasing the capacity from 0 to 1.
2026-02-19T22:33:24.781000+00:00	Failed	Launching a new EC2 instance.  Status Reason: We currently do not have sufficient g4dn.xlarge capacity in the Availability Zone you requested (us-east-1b). Our system will be working on provisioning additional capacity. You can currently get g4dn.xlarge capacity by not specifying an Availability Zone in your request or choosing us-east-1a, us-east-1c, us-east-1d, us-east-1f. Launching EC2 instance failed.	At 2026-02-19T22:33:20Z an instance was started in response to a difference between desired and actual capacity, increasing the capacity from 0 to 1.
2026-02-19T22:33:15.117000+00:00	Failed	Launching a new EC2 instance.  Status Reason: We currently do not have sufficient g4dn.xlarge capacity in the Availability Zone you requested (us-east-1c). Our system will be working on provisioning additional capacity. You can currently get g4dn.xlarge capacity by not specifying an Availability Zone in your request or choosing us-east-1a, us-east-1b, us-east-1d, us-east-1f. Launching EC2 instance failed.	At 2026-02-19T22:33:11Z an instance was started in response to a difference between desired and actual capacity, increasing the capacity from 0 to 1.
2026-02-19T22:33:05.771000+00:00	Failed	Launching a new EC2 instance.  Status Reason: We currently do not have sufficient g4dn.xlarge capacity in the Availability Zone you requested (us-east-1b). Our system will be working on provisioning additional capacity. You can currently get g4dn.xlarge capacity by not specifying an Availability Zone in your request or choosing us-east-1a, us-east-1c, us-east-1d, us-east-1f. Launching EC2 instance failed.	At 2026-02-19T22:33:01Z an instance was started in response to a difference between desired and actual capacity, increasing the capacity from 0 to 1.
2026-02-19T22:32:55.342000+00:00	Failed	Launching a new EC2 instance.  Status Reason: We currently do not have sufficient g4dn.xlarge capacity in the Availability Zone you requested (us-east-1c). Our system will be working on provisioning additional capacity. You can currently get g4dn.xlarge capacity by not specifying an Availability Zone in your request or choosing us-east-1a, us-east-1b, us-east-1d, us-east-1f. Launching EC2 instance failed.	At 2026-02-19T22:32:51Z an instance was started in response to a difference between desired and actual capacity, increasing the capacity from 0 to 1.
2026-02-19T22:32:41.721000+00:00	Successful	Terminating EC2 instance: i-02634f20e80f0d524	At 2026-02-19T22:32:41Z instance i-02634f20e80f0d524 was taken out of service in response to an EC2 Spot Instance interruption notice.
2026-02-18T19:47:21.156000+00:00	Successful	Launching a new EC2 instance: i-02634f20e80f0d524	At 2026-02-18T19:47:19Z an instance was started in response to a difference between desired and actual capacity, increasing the capacity from 0 to 1.
2026-02-18T19:47:11.516000+00:00	Successful	Terminating EC2 instance: i-08430064b8f1a42a6	At 2026-02-18T19:47:11Z instance i-08430064b8f1a42a6 was taken out of service in response to an EC2 Spot Instance interruption notice.
2026-02-18T02:46:20.291000+00:00	Successful	Launching a new EC2 instance: i-08430064b8f1a42a6	At 2026-02-18T02:46:18Z an instance was started in response to a difference between desired and actual capacity, increasing the capacity from 0 to 1.
2026-02-18T02:46:15.431000+00:00	Successful	Terminating EC2 instance: i-0bc9fcac61c6c87e4	At 2026-02-18T02:46:15Z instance i-0bc9fcac61c6c87e4 was taken out of service in response to an EC2 Spot Instance interruption notice.
2026-02-16T19:14:45.230000+00:00	Successful	Launching a new EC2 instance: i-0bc9fcac61c6c87e4	At 2026-02-16T19:14:43Z an instance was started in response to a difference between desired and actual capacity, increasing the capacity from 0 to 1.
2026-02-16T19:14:37.262000+00:00	Failed	Launching a new EC2 instance.  Status Reason: We currently do not have sufficient g4dn.xlarge capacity in the Availability Zone you requested (us-east-1a). Our system will be working on provisioning additional capacity. You can currently get g4dn.xlarge capacity by not specifying an Availability Zone in your request or choosing us-east-1b, us-east-1c, us-east-1d, us-east-1f. Launching EC2 instance failed.	At 2026-02-16T19:14:33Z an instance was started in response to a difference between desired and actual capacity, increasing the capacity from 0 to 1.
2026-02-16T19:14:27.550000+00:00	Successful	Terminating EC2 instance: i-00c84f68dcfd044fd	At 2026-02-16T19:14:27Z instance i-00c84f68dcfd044fd was taken out of service in response to an EC2 Spot Instance interruption notice.
2026-02-13T10:34:49.625000+00:00	Successful	Terminating EC2 instance: i-044a4be1b944ef3f9	At 2026-02-13T10:34:47Z a monitor alarm chalk-whisper-prod-queue-depth-low in state ALARM triggered policy chalk-whisper-prod-scale-down changing the desired capacity from 2 to 1.  At 2026-02-13T10:34:49Z an instance was taken out of service in response to a difference between desired and actual capacity, shrinking the capacity from 2 to 1.  At 2026-02-13T10:34:49Z instance i-044a4be1b944ef3f9 was selected for termination.
2026-02-13T10:29:28.921000+00:00	Successful	Launching a new EC2 instance: i-044a4be1b944ef3f9	At 2026-02-13T10:29:14Z a user request explicitly set group desired capacity changing the desired capacity from 1 to 2.  At 2026-02-13T10:29:27Z an instance was started in response to a difference between desired and actual capacity, increasing the capacity from 1 to 2.
2026-02-13T10:08:08.509000+00:00	Successful	Terminating EC2 instance: i-03853983891d0be01	At 2026-02-13T10:08:08Z instance i-03853983891d0be01 was taken out of service in response to a user request, shrinking the capacity from 2 to 1.
2026-02-13T10:07:44.107000+00:00	Successful	Launching a new EC2 instance: i-00c84f68dcfd044fd	At 2026-02-13T10:07:35Z a user request update of AutoScalingGroup constraints to min: 1, max: 2, desired: 2 changing the desired capacity from 1 to 2.  At 2026-02-13T10:07:42Z an instance was started in response to a difference between desired and actual capacity, increasing the capacity from 1 to 2.
2026-02-13T09:17:31.136000+00:00	Successful	Launching a new EC2 instance: i-03853983891d0be01	At 2026-02-13T09:17:22Z a user request update of AutoScalingGroup constraints to min: 1, max: 2, desired: 1 changing the desired capacity from 0 to 1.  At 2026-02-13T09:17:29Z an instance was started in response to a difference between desired and actual capacity, increasing the capacity from 0 to 1.
2026-02-12T08:13:49.596000+00:00	Successful	Terminating EC2 instance: i-0d107801b28b7d4a4	At 2026-02-12T08:13:44Z a user request explicitly set group desired capacity changing the desired capacity from 1 to 0.  At 2026-02-12T08:13:49Z an instance was taken out of service in response to a difference between desired and actual capacity, shrinking the capacity from 1 to 0.  At 2026-02-12T08:13:49Z instance i-0d107801b28b7d4a4 was selected for termination.
2026-02-12T08:06:02.368000+00:00	Successful	Launching a new EC2 instance: i-0d107801b28b7d4a4	At 2026-02-12T08:05:48Z a user request explicitly set group desired capacity changing the desired capacity from 0 to 1.  At 2026-02-12T08:06:00Z an instance was started in response to a difference between desired and actual capacity, increasing the capacity from 0 to 1.
2026-02-12T07:57:43.972000+00:00	Successful	Terminating EC2 instance: i-0b6fd811ea2f6c75d	At 2026-02-12T07:57:35Z a monitor alarm chalk-whisper-prod-queue-depth-low in state ALARM triggered policy chalk-whisper-prod-scale-down changing the desired capacity from 1 to 0.  At 2026-02-12T07:57:43Z an instance was taken out of service in response to a difference between desired and actual capacity, shrinking the capacity from 1 to 0.  At 2026-02-12T07:57:43Z instance i-0b6fd811ea2f6c75d was selected for termination.
2026-02-12T07:48:42.139000+00:00	Successful	Launching a new EC2 instance: i-0b6fd811ea2f6c75d	At 2026-02-12T07:48:37Z a user request explicitly set group desired capacity changing the desired capacity from 0 to 1.  At 2026-02-12T07:48:40Z an instance was started in response to a difference between desired and actual capacity, increasing the capacity from 0 to 1.
2026-02-12T07:40:42.308000+00:00	Successful	Terminating EC2 instance: i-038c94fb056110df6	At 2026-02-12T07:40:35Z a monitor alarm chalk-whisper-prod-queue-depth-low in state ALARM triggered policy chalk-whisper-prod-scale-down changing the desired capacity from 1 to 0.  At 2026-02-12T07:40:42Z an instance was taken out of service in response to a difference between desired and actual capacity, shrinking the capacity from 1 to 0.  At 2026-02-12T07:40:42Z instance i-038c94fb056110df6 was selected for termination.
2026-02-12T07:12:58.547000+00:00	Successful	Launching a new EC2 instance: i-038c94fb056110df6	At 2026-02-12T07:12:56Z an instance was launched in response to an instance refresh.
2026-02-12T07:12:56.687000+00:00	Successful	Terminating EC2 instance: i-0671503ac09e929f4	At 2026-02-12T07:12:56Z an instance was taken out of service in response to an instance refresh.
2026-02-05T16:41:10.561000+00:00	Successful	Launching a new EC2 instance: i-0671503ac09e929f4	At 2026-02-05T16:41:08Z an instance was launched in response to an instance refresh.
2026-02-05T16:41:08.788000+00:00	Successful	Terminating EC2 instance: i-0fb97d6ac625173ee	At 2026-02-05T16:41:08Z an instance was taken out of service in response to an instance refresh.
2026-02-03T19:03:57.110000+00:00	Successful	Launching a new EC2 instance: i-0fb97d6ac625173ee	At 2026-02-03T19:03:55Z an instance was launched in response to an instance refresh.
2026-02-03T19:03:55.494000+00:00	Successful	Terminating EC2 instance: i-007e41b68634886aa	At 2026-02-03T19:03:55Z an instance was taken out of service in response to an instance refresh.
2026-02-03T18:39:15.777000+00:00	Successful	Launching a new EC2 instance: i-007e41b68634886aa	At 2026-02-03T18:39:14Z an instance was launched in response to an instance refresh.
2026-02-03T18:39:14.159000+00:00	Successful	Terminating EC2 instance: i-01c63aa1f524a62d2	At 2026-02-03T18:39:14Z an instance was taken out of service in response to an instance refresh.
2026-02-03T18:15:58.359000+00:00	Successful	Launching a new EC2 instance: i-01c63aa1f524a62d2	At 2026-02-03T18:15:56Z an instance was launched in response to an instance refresh.
2026-02-03T18:15:56.714000+00:00	Successful	Terminating EC2 instance: i-0434e5243b715da3e	At 2026-02-03T18:15:56Z an instance was taken out of service in response to an instance refresh.
2026-02-03T17:47:15.240000+00:00	Successful	Launching a new EC2 instance: i-0434e5243b715da3e	At 2026-02-03T17:47:13Z an instance was launched in response to an instance refresh.
2026-02-03T17:47:13.447000+00:00	Successful	Terminating EC2 instance: i-0ad2979e26b56e419	At 2026-02-03T17:47:13Z an instance was taken out of service in response to an instance refresh.
2026-02-03T16:22:06.222000+00:00	Successful	Launching a new EC2 instance: i-0ad2979e26b56e419	At 2026-02-03T16:22:04Z an instance was launched in response to an instance refresh.
2026-02-03T16:22:04.508000+00:00	Successful	Terminating EC2 instance: i-005978e9b9f578959	At 2026-02-03T16:22:04Z an instance was taken out of service in response to an instance refresh.
2026-02-03T13:25:56.111000+00:00	Successful	Launching a new EC2 instance: i-005978e9b9f578959	At 2026-02-03T13:25:54Z an instance was launched in response to an instance refresh.
2026-02-03T13:25:54.399000+00:00	Successful	Terminating EC2 instance: i-02eece1ec81439639	At 2026-02-03T13:25:54Z an instance was taken out of service in response to an instance refresh.
2026-02-03T12:38:19.516000+00:00	Successful	Launching a new EC2 instance: i-02eece1ec81439639	At 2026-02-03T12:38:17Z an instance was launched in response to an instance refresh.
2026-02-03T12:38:17.769000+00:00	Successful	Terminating EC2 instance: i-0c288f721ab68d1f0	At 2026-02-03T12:38:17Z an instance was taken out of service in response to an instance refresh.
2026-02-03T12:08:02.295000+00:00	Successful	Launching a new EC2 instance: i-0c288f721ab68d1f0	At 2026-02-03T12:08:00Z an instance was launched in response to an instance refresh.
2026-02-03T12:08:00.721000+00:00	Successful	Terminating EC2 instance: i-0a589e9c2d2e89601	At 2026-02-03T12:08:00Z an instance was taken out of service in response to an instance refresh.
2026-02-03T10:04:37.769000+00:00	Successful	Launching a new EC2 instance: i-0a589e9c2d2e89601	At 2026-02-03T10:04:36Z an instance was launched in response to an instance refresh.
2026-02-03T10:04:36.115000+00:00	Successful	Terminating EC2 instance: i-096ed5352680264a8	At 2026-02-03T10:04:36Z an instance was taken out of service in response to an instance refresh.
2026-02-01T22:39:09.974000+00:00	Successful	Launching a new EC2 instance: i-096ed5352680264a8	At 2026-02-01T22:39:08Z an instance was launched in response to an instance refresh.
2026-02-01T22:39:08.207000+00:00	Successful	Terminating EC2 instance: i-049c95dc840500f88	At 2026-02-01T22:39:08Z an instance was taken out of service in response to an instance refresh.
2026-01-26T10:03:40.619000+00:00	Successful	Launching a new EC2 instance: i-049c95dc840500f88	At 2026-01-26T10:03:39Z an instance was launched in response to an unhealthy instance needing to be replaced.
2026-01-26T10:03:38.902000+00:00	Successful	Terminating EC2 instance: i-0125e5ff9cf581b1b	At 2026-01-26T10:03:38Z an instance was taken out of service in response to an EC2 health check indicating it has been terminated or stopped.
2026-01-26T09:29:29.547000+00:00	Successful	Launching a new EC2 instance: i-0125e5ff9cf581b1b	At 2026-01-26T09:29:27Z an instance was launched in response to an unhealthy instance needing to be replaced.
2026-01-26T09:29:27.838000+00:00	Successful	Terminating EC2 instance: i-078afab9ac18c9205	At 2026-01-26T09:29:27Z an instance was taken out of service in response to an EC2 health check indicating it has been terminated or stopped.
2026-01-26T09:21:31.520000+00:00	Successful	Launching a new EC2 instance: i-078afab9ac18c9205	At 2026-01-26T09:21:29Z an instance was launched in response to an unhealthy instance needing to be replaced.
2026-01-26T09:21:29.842000+00:00	Successful	Terminating EC2 instance: i-083973b0ba1677fd8	At 2026-01-26T09:21:29Z an instance was taken out of service in response to an EC2 health check indicating it has been terminated or stopped.
2026-01-26T09:14:52.384000+00:00	Successful	Launching a new EC2 instance: i-083973b0ba1677fd8	At 2026-01-26T09:14:43Z a user request explicitly set group desired capacity changing the desired capacity from 0 to 1.  At 2026-01-26T09:14:50Z an instance was started in response to a difference between desired and actual capacity, increasing the capacity from 0 to 1.
